"Image.Id.","Gene.Description"
726846,"heterogeneous nuclear ribonucleoprotein L"
767236,"EST"
40643,"platelet-derived growth factor receptor, beta polypeptide"
810017,"plasminogen activator, urokinase receptor"
813841,"plasminogen activator, tissue"
244307,"plasminogen activator inhibitor, type I"
813630,"pim-1 oncogene"
809981,"glutathione peroxidase 4 (phospholipid hydroperoxidase)"
140806,"peptidylglycine alpha-amidating monooxygenase"
754600,"nuclear factor I/X (CCAAT-binding transcription factor)"
131362,"moesin"
809557,"minichromosome maintenance deficient (S. cerevisiae) 3"
36493,"N-acetylgalactosaminidase, alpha-"
154707,"MpV17 transgene, murine homolog, glomerulosclerosis"
212496,"mannosidase, alpha, class 2A, member 1"
296880,"membrane protein, palmitoylated 1 (55kD)"
200814,"membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)"
22040,"matrix metalloproteinase 9 (gelatinase B, 92kD gelatinase, 92kD type IV collagenase)"
178468,"calcium channel, voltage-dependent, alpha 1I subunit"
771323,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase, Ehlers-Danlos syndrome type VI)"
813823,"lumican"
160723,"laminin, gamma 1 (formerly LAMB2)"
811044,"interferon (alpha, beta and omega) receptor 2"
179500,"LIM domain kinase 1"
469345,"kinase insert domain receptor (a type III receptor tyrosine kinase)"
810325,"isovaleryl Coenzyme A dehydrogenase"
823696,"interferon-induced protein 56"
180803,"inositol polyphosphate-1-phosphatase"
276091,"inositol 1,4,5-trisphosphate 3-kinase B"
343072,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
770859,"integrin, beta 5"
233721,"insulin-like growth factor binding protein 2 (36kD)"
361943,"Meis1 (mouse) homolog"
756666,"protein phosphatase 1, catalytic subunit, alpha isoform"
39884,"IMP (inosine monophosphate) dehydrogenase 1"
810331,"quiescin Q6"
810019,"heterogeneous nuclear ribonucleoprotein D"
665658,"msh (Drosophila) homeo box homolog 2"
171936,"hippocalcin"
363103,"high-mobility group (nonhistone chromosomal) protein 2"
23831,"aldolase C, fructose-bisphosphate"
293859,"Putative prostate cancer tumor suppressor"
150702,"homeo box B5"
129506,"structure specific recognition protein 1"
178779,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type"
44563,"growth associated protein 43"
327350,"heterogeneous nuclear ribonucleoprotein A2/B1"
811827,"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1"
124824,"ribosomal protein L10a"
753215,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1"
361639,"glutamate-cysteine ligase (gamma-glutamylcysteine synthetase), regulatory (30.8kD)"
45632,"glycogen synthase 1 (muscle)"
136235,"glutathione S-transferase pi"
713922,"glutathione S-transferase M1"
276449,"glucuronidase, beta"
35185,"gamma-aminobutyric acid (GABA) A receptor, beta 1"
753775,"guanosine monophosphate reductase"
768246,"glucose-6-phosphate dehydrogenase"
471498,"glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)"
127509,"glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)"
51362,"general transcription factor IIB"
469412,"fumarate hydratase"
34849,"eukaryotic translation elongation factor 2"
767851,"fibrillin 1 (Marfan syndrome)"
135449,"Ewing sarcoma breakpoint region 1"
665774,"eukaryotic translation initiation factor 4E"
753104,"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
35828,"diphtheria toxin receptor (heparin-binding epidermal growth factor-like growth factor)"
823943,"epidermal growth factor receptor pathway substrate 15"
26418,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 1"
741769,"polymerase (DNA directed), beta"
276547,"DNA (cytosine-5-)-methyltransferase 1"
813648,"dihydrolipoamide dehydrogenase (E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex, branched chain keto acid dehydrogenase complex)"
196992,"aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)"
810156,"deoxythymidylate kinase"
125722,"deoxyguanosine kinase"
45291,"dentatorubral-pallidoluysian atrophy (atrophin-1)"
510679,"decorin"
128126,"decay accelerating factor for complement (CD55, Cromer blood group system)"
292463,"excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))"
214572,"ESTs"
196189,"cytochrome b-5"
810321,"cysteinyl-tRNA synthetase"
36374,"cyclin B1"
809901,"collagen, type XV, alpha 1"
220096,""
28475,"crystallin, zeta (quinone reductase)"
143523,"collagen, type V, alpha 1"
296198,"Chediak-Higashi syndrome 1"
813254,"coagulation factor II (thrombin) receptor"
245853,"clathrin-associated/assembly/adaptor protein, large, beta 1"
124605,"cholinergic receptor, nicotinic, epsilon polypeptide"
771196,"Rho GTPase activating protein 1"
511521,"calnexin"
545189,"Homo sapiens mRNA for caldesmon, 3' UTR"
810408,"Human calcineurin B mRNA, complete cds"
109708,"cell division cycle 27"
264117,"cathepsin D (lysosomal aspartyl protease)"
122091,"casein kinase 2, alpha 1 polypeptide"
46182,"CTP synthase"
241365,"mannan-binding lectin serine protease 1 (C4/C2 activating component of Ra-reactive factor)"
810899,"CDC28 protein kinase 1"
727251,"CD9 antigen (p24)"
208001,"CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)"
813552,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)"
682528,"spinocerebellar ataxia 1 (olivopontocerebellar ataxia 1, autosomal dominant, ataxin 1)"
668851,"brain-derived neurotrophic factor"
194384,"basic transcription factor 3"
49352,"annexin A7"
755506,"annexin A4"
823775,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"
154608,"collagen, type XVI, alpha 1"
208718,"annexin A1"
240249,"amyloid beta (A4) precursor-like protein 2"
813651,"aminolevulinate, delta-, synthase 1"
122159,"collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)"
166199,"adrenergic, beta, receptor kinase 1"
813280,"adenylosuccinate lyase"
810358,"acyl-Coenzyme A dehydrogenase, very long chain"
43826,"ATPase, H+ transporting, lysosomal (vacuolar proton pump) 42kD; Vacuolar proton-ATPase, subunit C; V-ATPase, subunit C"
298155,"acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain"
309993,"active BCR-related gene"
51448,"activating transcription factor 3"
628357,"actinin, alpha 3"
222181,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
813712,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1"
824074,"YY1 transcription factor"
788141,"xeroderma pigmentosum, complementation group A"
841203,"vinculin"
826254,"ubiquitin-conjugating enzyme E2H (homologous to yeast UBC8)"
898138,"ubiquitin-conjugating enzyme E2B (RAD6 homolog)"
950356,"ubiquitin-conjugating enzyme E2A (RAD6 homolog)"
815526,"v-myb avian myeloblastosis viral oncogene homolog-like 2"
795847,"jun activation domain binding protein"
714106,"plasminogen activator, urokinase"
760344,"uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5'-decarboxylase)"
898262,"ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)"
842846,"tissue inhibitor of metalloproteinase 2"
24415,"tumor protein p53 (Li-Fraumeni syndrome)"
843159,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"
842802,"thyroid autoantigen 70kD (Ku antigen)"
787857,"syntaxin 5A"
758266,"thrombospondin 4"
789376,"thioredoxin reductase 1"
950489,"superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))"
785616,"signal sequence receptor, alpha (translocon-associated protein alpha)"
898242,"signal recognition particle receptor ('docking protein')"
950430,"signal recognition particle 54kD"
797016,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"
784337,"stromal cell-derived factor 1"
76362,"spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)"
785574,"sorting nexin 1"
950482,"small nuclear ribonucleoprotein polypeptides B and B1"
74119,"SNRPN upstream reading frame"
166195,"ribonuclease/angiogenin inhibitor"
80946,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) inhibitor"
897667,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
773246,"ring finger protein 1"
826077,"pyruvate dehydrogenase (lipoamide) beta"
809394,"RecQ protein-like (DNA helicase Q1-like)"
509484,"RD RNA-binding protein"
108815,"RYK receptor-like tyrosine kinase"
79520,"RAB2, member RAS oncogene family"
773215,"runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)"
950445,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform"
609663,"protein kinase, cAMP-dependent, regulatory, type II, beta"
897669,"protein kinase C substrate 80K-H"
897788,"protein tyrosine phosphatase, receptor type, F"
51041,"ESTs"
774502,"protein tyrosine phosphatase, non-receptor type 12"
740130,"polymerase (RNA) II (DNA directed) polypeptide A (220kD)"
361974,"pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"
824568,"kallikrein 3, (prostate specific antigen)"
363569,"prostaglandin E receptor 4 (subtype EP4)"
837870,"proline arginine-rich end leucine-rich repeat protein"
789182,"proliferating cell nuclear antigen"
838802,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 1"
789253,"presenilin 2 (Alzheimer disease 4)"
842784,"phosphate carrier, mitochondrial"
788518,"peroxisomal membrane protein 3 (35kD, Zellweger syndrome)"
898123,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
897673,"phosphogluconate dehydrogenase"
950682,"phosphofructokinase, platelet"
383089,"phosphodiesterase 6G, cGMP-specific, rod, gamma"
712683,"NCK adaptor protein 1"
897646,"splicing factor, arginine/serine-rich 4"
192694,"POU domain, class 2, transcription factor 1"
725677,"ESTs"
796646,"ornithine decarboxylase 1"
783696,"ornithine aminotransferase (gyrate atrophy)"
789357,"nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)"
628336,"Human alkali myosin light chain 3 mRNA, complete cds"
898219,"mesoderm specific transcript (mouse) homolog"
842785,"low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1)"
796994,"membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)"
824704,"mannose phosphate isomerase"
840942,"major histocompatibility complex, class II, DP beta 1"
80109,"major histocompatibility complex, class II, DQ alpha 1"
814095,"leukotriene A4 hydrolase"
488019,"interleukin 15 receptor, alpha"
84295,"interleukin 1 receptor antagonist"
815501,"lamin B2"
774471,"laminin, beta 1"
897781,"keratin 8"
772878,"keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)"
714453,"interleukin 4 receptor"
740476,"interferon regulatory factor 1"
842894,"ATPase, Na+/K+ transporting, beta 3 polypeptide"
949940,"ribosomal protein L27a"
773332,"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)"
753620,"insulin-like growth factor binding protein 6"
79712,"insulin-like growth factor 2 receptor"
843287,"myeloid cell leukemia sequence 1 (BCL2-related)"
782811,"high-mobility group (nonhistone chromosomal) protein isoforms I and Y"
711826,"KIAA0019 gene product"
758037,"human immunodeficiency virus type I enhancer-binding protein 1"
826204,"flightless I (Drosophila) homolog"
487118,"arylacetamide deacetylase (esterase)"
897690,"tumor rejection antigen (gp96) 1"
727390,"presenilin 1 (Alzheimer disease 3)"
236305,"histidyl-tRNA synthetase"
841352,"heterogeneous nuclear ribonucleoprotein G"
840600,"guanine nucleotide binding protein (G protein), beta polypeptide 1"
221826,"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"
85690,"heparin cofactor II"
85259,"heme oxygenase (decycling) 1"
781341,"heat shock 10kD protein 1 (chaperonin 10)"
788654,"growth factor receptor-bound protein 2"
81289,"actin, gamma 2, smooth muscle, enteric"
700527,"glutaredoxin (thioltransferase)"
841370,"glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)"
51702,"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)"
711961,"general transcription factor IIF, polypeptide 1 (74kD subunit)"
840384,"G-rich RNA sequence binding factor 1"
80500,"esterase D/formylglutathione hydrolase"
814260,"follicular lymphoma variant translocation 1"
784224,"fibroblast growth factor receptor 4"
80410,"farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)"
705274,"diacylglycerol kinase, delta (130kD)"
784777,"dCMP deaminase"
950680,"damage-specific DNA binding protein 1 (127kD)"
71672,"electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)"
840944,"early growth response 1"
950367,"adenosine deaminase, RNA-specific"
725503,"D-dopachrome tautomerase"
815555,"diacylglycerol kinase, alpha (80kD)"
753862,"protease inhibitor 6 (placental thrombin inhibitor)"
842860,"interleukin 10 receptor, beta"
666425,"phospholipase C, gamma 1 (formerly subtype 148)"
630013,"mutS (E. coli) homolog 2 (colon cancer, nonpolyposis type 1)"
51666,"excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)"
365641,"primase, polypeptide 1 (49kD)"
842849,"polymerase (DNA-directed), alpha (70kD)"
838373,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9 (RNA helicase A, nuclear DNA helicase II; leukophysin)"
813830,"cytochrome c-1"
701751,"cut (Drosophila)-like 1 (CCAAT displacement protein)"
839736,"crystallin, alpha B"
795965,"creatine kinase, mitochondrial 2 (sarcomeric)"
40017,"cytochrome c-1"
949938,"cystatin C (amyloid angiopathy and cerebral hemorrhage)"
795296,"cyclin H"
841641,"cyclin D1 (PRAD1: parathyroid adenomatosis 1)"
950690,"cyclin A2"
66555,"ESTs"
66944,"ESTs"
66975,"ESTs"
111981,"interferon, alpha-inducible protein (clone IFI-6-16)"
242706,"ESTs"
340840,"ESTs, Weakly similar to alternatively spliced product using exon 13A [H.sapiens]"
214906,"KIAA0929 protein Msx2 interacting nuclear target (MINT) homolog"
173878,"ESTs"
293901,"ESTs"
740554,"radixin"
151261,"ESTs"
290308,"ESTs"
202901,"ESTs"
66898,"KIAA1020 protein"
122150,"ESTs"
159166,"KIAA1067 protein"
66977,"ESTs, Highly similar to CGI-103 protein [H.sapiens]"
66919,"ESTs"
280837,"Human Chromosome 16 BAC clone CIT987SK-A-101F10"
144894,"Homo sapiens clone 23967 unknown mRNA, partial cds"
292232,"ESTs, Highly similar to CGI-69 protein [H.sapiens]"
211813,"serine proteinase inhibitor"
123262,"ESTs, Moderately similar to alternatively spliced product using exon 13A [H.sapiens]"
234036,"Homo sapiens clone 23765 mRNA sequence"
357091,"ESTs"
132527,"ESTs"
203350,"KIAA0561 protein"
345090,"ESTs"
324255,"ESTs"
201483,"Homo sapiens clone 24655 mRNA sequence"
293191,"ESTs"
144924,"DKFZP586G0522 protein"
546600,"ESTs"
197676,"KIAA0871 protein"
209624,"deiodinase, iodothyronine, type I"
34302,"ESTs"
236129,"Homo sapiens mRNA; cDNA DKFZp434B1935 (from clone DKFZp434B1935)"
144797,"ESTs, Moderately similar to secretory protein containing thrombospondin motifs [M.musculus]"
241988,"ESTs"
295410,"ESTs"
204545,"ESTs"
66475,"ESTs"
246041,"ESTs"
232658,"ESTs"
309092,"APG5 (autophagy 5, S. cerevisiae)-like"
66902,"ESTs"
293177,"ESTs"
42313,"ESTs"
38465,"ESTs"
121521,"ESTs, Moderately similar to alternatively spliced product using exon 13A [H.sapiens]"
66552,"ESTs"
292749,"KIAA0630 protein"
283897,"ESTs"
245195,"ESTs, Moderately similar to myotonic dystrophy kinase-related Cdc42-binding kinase MRCK-beta [R.norvegicus]"
234331,"ESTs"
133820,"KIAA0630 protein"
135561,"ESTs"
247818,"ESTs"
108351,"ESTs"
247803,"ESTs"
275802,"ESTs"
144902,"ESTs"
128150,"ESTs"
140171,"ESTs"
244618,"ESTs"
128054,"ESTs"
113308,"EST"
111884,"ESTs, Highly similar to HMG box transcription factor [M.musculus]"
295985,"ESTs"
244154,"KIAA0875 protein"
129293,"ESTs"
161195,"DKFZP434D1335 protein"
111006,"ESTs"
234398,"ESTs"
203469,"KIAA0697 protein"
294881,"ESTs"
121239,"ESTs, Weakly similar to SmD homolog, liver [M.musculus]"
130276,"Homo sapiens mRNA; cDNA DKFZp586H0324 (from clone DKFZp586H0324)"
121898,"ESTs"
139113,"ESTs"
343352,"ESTs"
134525,"cullin 3"
121994,"ESTs"
357970,"DKFZP564B0769 protein"
296883,"ESTs"
195346,"ESTs"
123405,"ESTs"
124143,"ESTs"
233688,"a disintegrin and metalloproteinase domain 12 (meltrin alpha)"
124241,"ESTs"
245442,"ESTs"
126221,"tumor protein D52-like 2"
126453,"ESTs, Weakly similar to translational release factor 1 [H.sapiens]"
126650,"ESTs"
127054,"ESTs"
125589,"ESTs"
125665,"ESTs"
125799,"ESTs"
210688,"adenylate cyclase 9"
127099,"ESTs, Moderately similar to atypical PKC specific binding protein [R.norvegicus]"
142647,"ESTs"
299737,"Homo sapiens clone 24411 mRNA sequence"
292171,"ESTs"
138374,"ESTs"
129840,"ESTs"
137971,"ESTs"
294496,"ESTs"
358543,"ESTs"
321706,"ESTs"
296155,"ESTs"
364873,"ESTs"
130824,"ESTs, Moderately similar to SCF complex protein Skp2 [M.musculus]"
131050,"Homo sapiens mRNA; cDNA DKFZp564H122 (from clone DKFZp564H122)"
131563,"ESTs"
132848,"ESTs"
134495,"ESTs"
135303,"ESTs"
234376,"Homo sapiens mRNA; cDNA DKFZp564F112 (from clone DKFZp564F112)"
138550,"ESTs, Moderately similar to neurofibromatosis type 2 [M.musculus]"
135058,"KIAA0671 gene product"
136909,"ESTs"
136301,"ESTs"
234150,"myotubularin related protein 4"
682555,"insulin-like growth factor 1 receptor"
137506,"ESTs, Highly similar to similar to Dvl-1 product encoded by GenBank Accession Number U10115 [M.musculus]"
300632,"ESTs, Moderately similar to rig-1 protein [M.musculus]"
193381,"ESTs"
470232,"ESTs"
138141,"Homo sapiens mRNA from chromosome 5q21-22, clone:A3-A"
197054,"KIAA0553 protein"
121546,"Human mRNA for ornithine decarboxylase antizyme, ORF 1 and ORF 2"
198451,"ESTs"
139835,"UDP-glucose dehydrogenase"
138672,"ESTs"
139705,"ESTs"
139957,"ESTs"
139331,"ESTs, Weakly similar to coded for by C. elegans cDNA CEESW58F [C.elegans]"
140455,"KIAA0549 protein"
246292,"ESTs"
138477,"ESTs"
142532,"ESTs"
143748,"phospholipase C, gamma 1 (formerly subtype 148)"
143962,"ESTs, Weakly similar to unknown [D.melanogaster]"
144905,"ESTs"
248535,"ESTs"
262920,"endothelial differentiation-related factor 1"
470348,"ESTs"
470368,"ESTs"
290054,"ESTs"
205490,"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform"
292522,"ESTs"
211747,"ESTs"
296140,"ESTs"
292424,"Homo sapiens mRNA; cDNA DKFZp564D113 (from clone DKFZp564D113)"
235102,"ESTs, Moderately similar to LAK-1 [H.sapiens]"
240637,"Human DNA sequence from clone 167A19 on chromosome 1p32.1-33. Contains three genes for novel proteins, the DIO1 gene for type I iodothyronine deiodinase (EC 3.8.1.4, TXDI1, ITDI1) and an HNRNP A3 (Heterogenous Nuclear Ribonucleoprotein A3, FBRNP) pseudoge"
295992,"jumonji (mouse) homolog"
230251,"EST"
244227,"ESTs"
362694,"deiodinase, iodothyronine, type II"
245409,"ESTs, Weakly similar to alternatively spliced product using exon 13A [H.sapiens]"
243186,"ESTs"
308231,"Homo sapiens incomplete cDNA for a mutated allele of a myosin class I, myh-1c"
244806,"ESTs"
293500,"ESTs"
295483,"ESTs"
139818,"KIAA0669 gene product"
359247,"ESTs"
234468,"ESTs"
200302,"ESTs, Weakly similar to protein Htf9C [M.musculus]"
193182,"transforming, acidic coiled-coil containing protein 1"
194131,"KIAA1096 protein"
109314,"ESTs"
200307,"ESTs, Moderately similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens]"
232628,"ESTs"
244637,"Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 45620"
246546,"ESTs"
142134,"ESTs"
246686,"ESTs, Weakly similar to 62D9.p [D.melanogaster]"
232670,"ESTs, Highly similar to CGI-118 protein [H.sapiens]"
308163,"ESTs"
130892,"ESTs"
360885,"ADP-ribosylation factor 6"
469952,"transferrin receptor (p90, CD71)"
296616,"ESTs"
126230,"ESTs"
139376,"ESTs"
140422,"Homo sapiens clone 24538 mRNA sequence"
141192,"KIAA0989 protein"
143756,"ESTs, Weakly similar to KIAA0681 protein [H.sapiens]"
753381,"COPII protein, homolog of s. cerevisiae SEC23p"
232789,"polymerase (RNA) II (DNA directed) polypeptide J (13.3kD)"
294740,"ferritin, light polypeptide"
246194,"ESTs"
292770,"ESTs"
244055,"KIAA0691 gene product"
296162,"amiloride-sensitive cation channel 2, neuronal"
796198,"ESTs"
125685,"ESTs, Weakly similar to !!!! ALU CLASS B WARNING ENTRY !!!! [H.sapiens]"
281125,"ESTs"
470846,"pre-mRNA cleavage factor Im (25kD)"
144878,"ESTs"
244202,"ESTs"
130610,"putative type II membrane protein"
208699,"EST"
281467,"ESTs"
142586,"ESTs, Weakly similar to Yel007c-ap [S.cerevisiae]"
234537,"ESTs"
143661,"ESTs"
813410,"polymerase (RNA) II (DNA directed) polypeptide K (7.0kD)"
240208,"DKFZP434O125 protein"
132066,"ESTs, Weakly similar to B cell antigen receptor Ig beta associated protein 1 [M.musculus]"
130120,"ESTs, Highly similar to NSAP1 protein [H.sapiens]"
133972,"RAB2, member RAS oncogene family"
243546,"insulin-like growth factor binding protein 6"
142067,"Homo sapiens clone 25077 mRNA sequence, complete cds"
212542,"Homo sapiens mRNA; cDNA DKFZp586J2118 (from clone DKFZp586J2118)"
135688,"GATA-binding protein 2"
22074,"thyroid hormone receptor, alpha (avian erythroblastic leukemia viral (v-erb-a) oncogene homolog)"
160664,"golgi autoantigen, golgin subfamily a, 5"
110503,"ESTs, Weakly similar to similar to S. cerevisiae hypothetical protein YKL166 [C.elegans]"
141768,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)"
35236,"RAB5A, member RAS oncogene family"
42076,"TRK-fused gene (NOTE: non-standard symbol and name)"
42706,"thyroid hormone receptor, alpha (avian erythroblastic leukemia viral (v-erb-a) oncogene homolog)"
219976,"ESTs, Weakly similar to SALIVARY PROLINE-RICH PROTEIN PO PRECURSOR [H.sapiens]"
163579,"ESTs"
180902,"ESTs"
277305,"ras homolog gene family, member B"
278501,"FYN oncogene related to SRC, FGR, YES"
278808,"spleen focus forming virus (SFFV) proviral integration oncogene spi1"
244652,"SET translocation (myeloid leukemia-associated)"
267431,"FYN oncogene related to SRC, FGR, YES"
267634,"v-raf-1 murine leukemia viral oncogene homolog 1"
269806,"v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog"
273435,"v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1"
321189,"DKFZP586H0723 protein"
322617,"v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)"
285226,"jun D proto-oncogene"
293715,"DKFZP564B163 protein"
302369,"NCK adaptor protein 1"
309864,"jun B proto-oncogene"
429574,"caspase 3, apoptosis-related cysteine protease"
342069,"RAB2, member RAS oncogene family"
358531,"Jun activation domain binding protein"
380620,"presenilin 2 (Alzheimer disease 4)"
413633,""
416280,""
417226,"v-myc avian myelocytomatosis viral oncogene homolog"
783697,"BCL2/adenovirus E1B 19kD-interacting protein 3"
136814,"ESTs"
135791,"ESTs, Highly similar to HYPOTHETICAL PROTEIN KIAA0195 [H.sapiens]"
232826,"actin related protein 2/3 complex, subunit 3 (21 kD)"
246377,"EST"
131239,"protein kinase C, zeta"
810575,"ESTs"
359933,"guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1"
810395,"E1B-55kDa-associated protein 5"
809603,"ESTs, Weakly similar to cDNA EST EMBL:M89154 comes from this gene [C.elegans]"
810510,"ESTs"
366238,"ESTs, Moderately similar to serine/proline-rich FEL protein, splice form 1 [H.sapiens]"
247582,"ESTs, Moderately similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens]"
504794,"gene with multiple splice variants near HD locus on 4p16.3"
325155,"Homo sapiens hHa4 gene, complete CDS"
795735,"Homo sapiens Mut S homolog 5 gene, partial cds; and NCC27, NG30, NG31, NG24, NG25, NG32, NG26, NG33, casein kinase II beta subunit, BAT4, NG34, Apo M, BAT3, BAT2, AIF-1, 1C7, LST-1, lymphotoxin beta, tumor necrosis factor, and lymphotoxin alpha genes, com"
341588,"ESTs, Moderately similar to TRANSLATION INITIATION FACTOR EIF-2B GAMMA SUBUNIT [R.norvegicus]"
366009,"ESTs, Moderately similar to CELL GROWTH REGULATING NUCLEOLAR PROTEIN [M.musculus]"
249618,"ESTs, Weakly similar to cleft lip and palate transmembrane protein 1 [H.sapiens]"
280286,"H.sapiens mRNA for SURF-2"
782161,"amyloid beta precursor protein (cytoplasmic tail)-binding protein 2"
782203,"ESTs, Weakly similar to !!!! ALU SUBFAMILY SX WARNING ENTRY !!!! [H.sapiens]"
308497,"KIAA0467 protein"
809489,"ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens]"
269815,"inhibin, beta A (activin A, activin AB alpha polypeptide)"
262053,"ESTs, Weakly similar to testicular antigen [M.musculus]"
770887,"HLA-B associated transcript-3"
810864,"ESTs, Highly similar to CGI-48 protein [H.sapiens]"
343744,"H1 histone family, member 0"
811097,"ESTs, Highly similar to 40% similar to yeast high mobility group-like nuclear protein, P32495 [H.sapiens]"
195813,"nuclear receptor subfamily 2, group F, member 2"
810762,"SNARE protein"
810741,"Homo sapiens MM46 mRNA, complete cds"
322961,"capping protein (actin filament) muscle Z-line, beta"
344648,"ESTs, Highly similar to Kruppel-like zinc finger transcription factor [H.sapiens]"
323917,"EH domain containing 1"
126284,"ATP-binding cassette, sub-family F (GCN20), member 3"
415406,"ESTs, Highly similar to DYNEIN HEAVY CHAIN, CYTOSOLIC [R.norvegicus]"
343990,"ESTs, Weakly similar to similar to Clathrin adaptor complex small chain [C.elegans]"
290753,"citrate synthase"
115408,"murine leukemia viral (bmi-1) oncogene homolog"
323577,"solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)"
323371,"amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)"
782439,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e"
269354,"neuropilin 2"
502421,"ESTs, Highly similar to COBW-like placental protein [H.sapiens]"
291974,"ribosomal protein S23"
376802,"ESTs, Weakly similar to 1-PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE PHOSPHODIESTERASE DELTA 1 [H.sapiens]"
1048810,"DKFZP564B167 protein"
259462,"Human DNA sequence from clone 967N21 on chromosome 20p12.3-13. Contains the CHGB gene for chromogranin B (secretogranin 1, SCG1), a pseudogene similar to part of KIAA0172, the gene for a novel protein similar to predicted worm, yeast and plant proteins, t"
810059,"glycophosphatidylinositol anchor attachment 1"
771172,"hypothetical protein"
809758,"S-adenosylhomocysteine hydrolase-like 1"
810861,"ESTs"
810411,"ESTs"
795832,"ESTs, Weakly similar to KE4 [M.musculus]"
810843,"ESTs"
191743,"ESTs"
811095,"ESTs"
811028,"ESTs"
810989,"seven transmembrane domain protein"
770935,"ESTs"
782335,"ESTs"
366848,"ESTs"
810133,"ESTs"
795582,"ESTs, Highly similar to CGI-129 protein [H.sapiens]"
809719,"protein tyrosine phosphatase, receptor type, c polypeptide"
33616,"calcineurin binding protein cabin 1"
